nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.301 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.286 0.286 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.291 0.337 nan nan 0.291 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.418 nan nan nan nan 0.673 nan 0.691 nan 0.673 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.582 nan nan 0.600 nan 0.582 nan nan 0.455 0.582 nan nan nan nan nan nan 0.582 0.582 0.509 0.400 nan nan nan nan nan nan nan 0.582 0.491 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.545 nan nan nan nan nan nan 0.400 0.418 0.564 nan nan 0.582 nan nan 0.455 nan nan nan nan nan nan nan nan nan nan nan nan 0.564 nan 0.527 nan 0.509 nan nan nan nan nan nan nan 0.418 nan nan nan 0.582 nan nan nan 0.582 0.509 0.582 nan nan nan nan 0.509 0.436 nan 0.673 nan 0.673 nan nan 0.673 nan nan nan 0.418 nan nan nan nan nan nan nan nan 0.673 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.545 0.509 0.436 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.418 nan nan nan nan nan nan nan nan nan nan 0.600 0.545 nan 0.582 nan nan nan nan nan nan nan nan nan nan nan 0.564 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.582 nan 0.564 nan nan nan 0.473 nan nan nan nan nan nan nan nan nan 0.455 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.582 nan 0.582 0.582 nan 0.509 nan nan nan nan nan nan nan nan nan nan 0.491 0.673 0.582 0.582 0.673 0.582 0.582 nan 0.582 nan nan 0.582 0.582 nan 0.564 nan 0.582 0.473 nan nan 0.418 nan nan nan nan nan nan nan nan 0.582 nan nan nan
nan nan 1.007 1.003 0.959 nan nan nan nan 1.025 nan nan nan nan nan 0.950 nan 1.557 nan nan 1.008 nan 1.000 nan nan nan nan 3.759 0.994 0.982 1.378 nan 1.612 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.961 0.937 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.990 0.993 0.997 nan nan nan nan nan nan nan nan nan nan 1.000 0.960 nan nan nan nan nan nan nan nan 0.942 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.938 3.633 1.038 nan nan nan 0.979 nan nan nan nan nan nan 0.968 nan nan 1.043 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.180 nan nan nan nan nan 2.914 nan 1.000 nan 0.999 1.068 nan nan 0.923 0.928 nan nan 3.758 1.038 nan 1.005 1.041 1.043 1.043 nan 1.043 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.177 1.007 1.038 nan nan nan nan nan 0.961 nan 1.571 nan nan nan 0.959 nan nan nan nan nan nan nan nan nan nan nan nan 3.759 nan nan nan nan nan nan 1.016 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.954 0.957 nan 0.972 0.949 0.959 0.946 nan nan nan nan nan nan nan nan nan nan 0.959 nan 1.070 nan nan nan nan nan 0.993 3.759 0.984 1.378 nan nan nan nan nan nan nan nan nan 0.995 nan nan nan nan nan nan nan nan nan nan nan 1.122 nan nan 0.994 nan nan nan 0.959 0.962 1.122 nan nan nan nan nan nan nan nan nan nan nan nan nan 3.498 1.308 nan nan nan 0.938 nan nan nan nan 3.158 nan nan nan nan nan nan nan nan nan 0.983 0.965 0.982 0.986 1.001 0.954 0.973 0.976 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.301 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.301 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.316 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.286 0.286 nan nan nan nan nan nan nan nan nan nan 0.286 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.291 0.337 nan nan 0.291 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.383 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.413 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.879 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.000 nan 0.970 nan 0.758 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.909 nan nan nan nan nan nan 0.727 nan 0.909 0.848 nan nan nan nan nan nan nan 0.939 1.000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.939 nan nan nan nan nan nan 0.879 0.788 0.727 nan nan 0.909 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.909 nan 0.939 nan 0.909 nan nan nan nan nan nan nan 0.879 nan nan nan nan nan nan nan 0.939 nan 0.909 nan nan nan nan 0.667 0.667 nan 1.000 nan 1.000 nan nan 1.000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.818 0.606 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.636 nan nan nan nan nan nan nan nan nan nan 0.697 0.727 nan 0.939 nan nan nan nan nan nan nan nan nan nan nan 0.697 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.758 nan 0.939 nan nan 0.758 0.909 nan nan nan nan nan nan nan nan 0.848 0.970 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.939 nan 0.909 0.909 nan nan nan nan nan nan nan nan nan nan nan nan 0.727 1.000 0.939 0.939 1.000 1.000 1.000 nan 0.909 nan nan 0.939 0.939 nan nan nan nan 0.727 nan nan 0.848 nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.697 nan 0.545 nan 0.636 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.667 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.000 nan 0.758 nan 0.818 nan nan nan nan nan nan nan 0.636 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.515 0.576 nan 0.485 nan 0.515 nan nan 0.848 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.485 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.515 nan nan nan nan nan nan nan nan nan nan nan 0.636 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.485 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.848 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.485 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.636 0.697 0.485 0.667 0.727 0.667 0.667 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.636 nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.455 nan 0.455 nan 0.455 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.364 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.364 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.364 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.485 nan 0.364 nan 0.364 nan nan nan nan nan nan nan 0.364 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.333 0.333 nan 0.455 nan 0.606 nan nan 0.636 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.424 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.364 nan nan nan nan nan nan nan nan nan nan nan 0.455 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.364 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.606 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.364 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.303 0.455 0.364 0.364 0.364 0.424 0.364 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.364 nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 572.208 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2251.714 629.258 556.386 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 557.684 nan 625.105 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1433.470 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 796.744 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 577.333 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 561.300 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 371.839 nan nan nan nan nan nan nan nan nan nan nan nan nan 1436.962 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 556.997 nan nan nan nan 648.072 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.909 nan 0.955 nan 0.909 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.795 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.909 nan nan nan nan nan nan nan nan nan nan nan 0.773 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.864 nan 0.818 nan 0.864 nan nan nan nan nan nan nan 0.727 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.545 0.545 nan 0.886 nan 0.886 nan nan 0.864 nan nan nan 0.500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.636 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.705 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.659 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.705 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.545 0.909 0.795 0.773 0.886 0.841 0.795 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.682 nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan 0.762 0.476 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.262 nan nan 0.262 nan nan nan 0.286 nan 0.214 0.190 nan nan nan nan nan nan nan nan 0.524 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.476 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.310 nan 0.190 nan 0.262 0.190 nan nan nan nan nan 0.190 nan nan nan nan nan nan nan nan nan nan 0.286 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.524 nan nan nan nan nan nan 0.262 0.333 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.524 nan nan nan 0.476 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.190 0.333 0.167 nan nan nan nan nan 0.286 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.476 nan nan nan nan nan nan nan nan nan 0.286 nan nan nan nan nan nan nan nan 0.286 0.310 nan 0.190 nan nan 0.333 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.310 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.429 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.214 nan 0.310 nan 0.476 nan nan nan nan nan 0.333 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
